,Número da Página,Texto da Página,Tempo de Processamento (s)
416,417,,1.1663072109222412
417,418,"Numero da Not i
PREFEITURA DE SÃO LUÍS p000&716 | ionornoossmaass

Data e Hora da Emissão — DS Ed
SECRETARIA MUNICIPAL DE FAZENDA 14/07/2022 09:10:06 — Esta
E ã Ei Ee
e É Er ab

ódigo de Verificação
NOTA FISCAL DE SERVIÇOS ELETRÔNICA - NFSe 9 AES5.954D.BCE3.E57E.0B83.5308.117C.28D4

PRESTADOR DE SERVIÇOS
Nome / Razão Social: TARRAFAS HOTELARIAS RESTAURANTES EVENTOS E BUFFET LTDA |
CPF/CNPJ: | 25.383.897/0001-00 Inscrição Municipal: 98222398.
Endereço: AV DOS HOLANDESES 1 QUADRA32 - BAIRRO PONTA D&APOS;AREIA - CEP: 65077357 NG
Município: SAO LUIS UF: MA Email: marcinaurelio)gmail.com
TOMADOR DE SERVIÇOS
Nome / Razão Social: SECRETARIA ESPECIAL DA ADMINISTRAÇÃO DA PRESIDÊNCIA DA REPUBLICA
CPF/CNP)J: 00.394.411/0001-09 4 E A Inscrição Municipal: 74980007

Endereço: PC DOS TRES PODERES - S/N - BAIRRO PALACIO DO PLANALTO - CEP: 70150900

Município: BRASILIA UF: DF Email: Telefone:
DISCRIMINAÇÃO DOS SERVIÇOS

Descrição: HOSPEDAGEM GRUPO PR E AERONÁUTICA - PERÍODO 13 A 15/07/2022

RIBUTÁVEL DESPESAS COM HOSPEDAGEM 6.570,00 6.570,00
Ea
; ea viã CLIENTE
P- SES Guoa? ion 0 E LTS
Res
nda É o z sul pevis ..* fa Prata,

PIS ao] 0000%): COFINS ai 0000%): INSS (0,0000%): IR (0, E e CSLL as = 0000%):
ao] 0,00 ai 0,00 R$ 0,00 E e 0,00 as = 0,00

TIPO:

EXUA O DOCUMENTO FISCAL DE Nº INDICADO Nº

SOMPRQUANT
=»
Es
q

na
A
x
$a
ay
E
“o
e,
ma
>
=
&
ra
1
qi)

VALOR TOTAL DA NOTA = R$ 6.570,00
Valor ISS:
, R$ 328,50
Descrição NBS:

Local de Incidência Imposto: Estabelecimento do Prestador Tributação: TRIBUTÁVEL ê 07/2022

Local de Prestação do SAO LUIS / MA
PRÓPRIO

551080100 - HOTEIS

0901 - HOSPEDAGEM DE QUALQUER NATUREZA EM HOTEIS, APART- SERVICE CONDOMINIAL, FLAT, APART-HOTEIS, HOTEIS-

",3.6356258392333984
418,419,,0.9452977180480957
419,420,"RESERVADO) quot

Prefeitura Municipal de Uberlândia

me PENA Secretaria Municipal de Finanças

NOTA FISCAL DE SERVIÇOS ELETRÔNICA - NFSe

Número da Nota Data e Hora de Emissão Código Verificação
00001452 07/07/2022 17:06:19 6db6f7be7e382b11a6ca410d7a28460ccc9f5aed

PRESTADOR DE SERVIÇOS
Nome/Razão Social: COMPANHIA DAS TENDAS LTDA
CPF/CNPJ: 07.318.919/0001-77 Inscrição Municipal: 173.495-00
Endereço: RUA BAUXITA N.º:131 BAIRRO:DONA ZULMIRA CEP: 38.415-009
Município: UBERLANDIA UF: MG

TOMADOR DE SERVIÇOS
Nome/Razão Social: Secretaria Esp. de Administracao da Presidencia da Republica
CPF/CNPJ: 00.394.411/0001-09 Inscrição Estadual: ISENTO
Endereço: RUA PAVILHAO DE METAS N.º: 1 BAIRRO: ZONA CIVICO-, CEP: 70150908
Complemento: VIA N1 LESTE - SALA 2
Município: BRASILIA UF: DF E-MAIL: wrsilvapresidencia.gov.br

DISCRIMINAÇÃO DOS SERVIÇOS
Descrição:
J LOCACAO 250 METROS PARA EVENTO A REALIZAR SE DIA 08/07/22. /
LOCAL: PRACA JOSE ALVES DOS SANTOS, 100 / AEROPORTO DE UBERLANDIA
/
PAGAMENTO ATRAVES DE CARTAO DE CREDITO A VISTA
Endereco de Entrega: Praca Jose Alves dos Santos, 100 - Jardim Ipanema |, AEROPORTO DE UBERLANDIA

Tributável | Item Qtde Unitário R$ | Total R$
SIM  LOCACAO GRADE DISCIPLINADORA 250,000 | 35,0000 | 8.750,00

DOCUMENTO EMITIDO POR ME OU EPP OPTANTO PELO SIMPLES NACIONAL
PIS (0,00 %): COFINS (0,00 %): INSS (0,00 %): IR (0,00 %): CSLL (0,00 %):
R$0,00 R$0,00 R$0,00 R$0,00 R$0,00
VALOR TOTAL DA NOTA = R$8.750,00

Valor Total das Deduções: Base de Cálculo: Alíquota: Valor do ISS:
R$0,00 R$8.750,00 0,00 % R$0,00

OUTRAS INFORMAÇÕES

Mês de Competência da Nota Fiscal: 07/2022 Local de Prestação do Serviço: UBERLANDIA-MG

Recolhimento: A Recolher pelo Prestador Tributação: Tributável S.N.

Prestador optante Simples Nacional e sua aliquota é O

CNAE: 773900300 Descrição da Atividade: ALUGUEL DE PALCOS ESTRUTURAS E OUTRAS COBEI

0305Cessão de andaimes, palcos, coberturas e outras estruturas de uso temporaio.

RESERVADO)
",3.535980463027954
420,421,"ú
RR RREO a

ILHA DO PEIXE & CIA: 2”

RESTAURANTE ILHA DO PEIXE & CIA. LTDA.
Rua Manuel Camargo da Cruz, 195 - B. Santa Mônica - CEP 38408-084 - Uberlândia-MG - Fone: asd
INSC. EST.: 003.346266.0071 CNPJ: 32.355.879/0001-80

NOTA FISCAL DE VENDA AO CONSUMIDOR
1º Via - nn (Ema E VA Fixa (Verde) / 3º A -

ENDEREÇO:

INSC. EST. Nº: seua Nº: ES

DATA DA EMISSÃO:

PERCENTUAL APROXIMADO DE TRIBUTOS % CONFORME LEI 12741/2012 - FONTE LEI COMPLEMENTAR 123/06 TOTAL,

Gráfica Roosevelt Ltda. - Av. Cesário Crosara, 3197 - B. Pres. Roosevelt - Fone/Fax: (34) 3215-3383 - Uberlândia-MG - CNPJ 71.141.139/0001-01 - Insc. Est. 702.846.829-0018
03 Blocos 50x3 - Nota Fiscal Série ""D"" - de 001.401 a 001.550 - Decreto 44.609 - Impresso em 20/04/2022.

ZE
F | e. VIA CLIENTE

HHa 04 PEIXE E CRS: 32.355.079/6001-86
“ANU CASA DA CRU sz 55  NBERLANDIA
DITO A VISTA

VISA Pride RE ços

Ba/e7/22 - 18H48 tc)

Áuto:224835 Tern:SN306375

RESERVADO)
",3.052102565765381
421,422,"NATUREZA DA OPERAÇÃO

VENDA

DESTINATÁRIO/REMETENTE
NOME/RAZÃO SOCIAL

FATURA

OPERA BAR COMERCIO LTDA

PC ADOLFO FONSECA, 14 - SETOR COMERCIO 1 - CENTRO,
Uberlandia, MG - CEP: 38400152 - Fone/Fax: 3496350128

RECEBEMOS DE OPERA BAR COMERCIO LTDA OS PRODUTOS/SERVIÇOS CONSTANTES DA NOTA FISCAL INDICADA AO LADO

DATA DE RECEBIMENTO IDENTIFICAÇÃO E ASSINATURA DO RECEBEDOR ra

CHAVE DE ACESSO
3122 0746 4074 6800 0104 5500 1000 0000 0110 1500 0075

Consulta de autenticidade no portal nacional da
NF-e www.nfe.fazenda.gov.br/portal ou no site
da Sefaz Autorizadora

PROTOCOLO DE AUTORIZAÇÃO DE USO
131224835769694 - 20/07/2022 17:46

CNPJ/CPF

46.407.468/0001-04
CNPJ/CPF DATA DA EMISSÃO
00.394.411/0001-09 | 20/07/2022

Documento Auxiliar da Nota
Fiscal Eletrônica

O - Entra
1 - Saída
Nº 000

INSCRIÇÃO ESTADUAL INSCRIÇÃO ESTADUAL DO SUBST. TRIB
0043425100017

SECRETARIA DE ADMINISTRAÇÃO DA PRESIDENCIA DA REPUBLICA

ENDEREÇO BAIRRO/DISTRITO CEP DATA DE ENTRADA/SAÍDA
MUNÍCIPIO FONE/FAX UF INSCRIÇÃO ESTADUAL HORA DE ENTRADA/SAÍDA
O ES

SÉRIE: 1
Página 1 de 1

CONTROLE DO FISCO

da

1
000.001

ie 0]

CÁLCULO DO IMPOSTO

BASE DE CÁLCULO DO ICMS VALOR DO ICMS
VALOR DO FRETE VALOR DO SEGURO DESCONTO

OUTRAS DESP!

TRANSPORTADOR/VOLUMES TRANSPORTADOS

ENDEREÇO

DADOS DO PRODUTO/SERVIÇO

CÓDIGO

REFEIÇÃO - KIT LANCHE
AGUA MINERAL 1,5LT

RAZÃO SOCIAL

DESCRIÇÃO DO PRODUTO/SERVIÇO

FRETE POR CONTA
9 - Sem Frete

MUNICÍPIO

BASE DE CÁLCULO DO ICMS ST VALOR DO ICMS ST
0,00 0,00

ESAS ACESSÓRIAS

0,00

CÓDIGO ANTT PLACA DO VEÍCULO

QUANTIDADE ESPÉCIE NUMERAÇÃO PESO BRUTO PESO LÍQUIDO

VALOR DO IPI VALOR TOTAL DA NOTA
[520100

VALOR TOTAL DOS PRODUTOS
15.201,00

CNPJ/CPF
INSCRIÇÃO ESTADUAL

ALÍIQ. | ALÍQ.

( ( ) Pagbank

Ed

COMPRA CREDITO VISA

08/ JUL /20 654

ERA BAR
PRACA ADOLFO rudsf CA 14
UBERLANDIA - MG
CV: 3608eu9!

CNP IS. 40.4

pb

CÁLCULO DO ISSQN

INSCRIÇÃO MUNICIPAL
60647000

DADOS ADICIONAIS
INFORMAÇÕES COMPLEMENTARES

Informações Adicionais de Interesse do Fisco:

VIA CLIENTE
AUTO:20//34

«15.201,00

108/0U01-04
LET13990S 4

VALOR TOTAL DOS SERVIÇOS BASE DE CÁLCULO DO ISSQN

RESERVADO AU FISCO

Empresa Optan

te pelo Simples Nacional - Evento realizado dia 09/07/2022.

VALOR DO ISSQN

",3.8281006813049316
422,423,"Nota Fiscal de Serviços Eletrônica

lofl

Número da Nota
00071823
Data e Hora de Emissão
15/07/2022 13:18:32
Código de Verificação
d6571e76

Município de Uberlândia

PREFEITURA DE nm SECRETARIA MUNICIPAL DE FINANÇAS
U B ER LAN DIA NOTA FISCAL DE SERVIÇOS ELETRÔNICA -

NFSe

PRESTADOR DE SERVIÇOS

Nome/Razão Social: AR & M PALACE HOTEL LTDA w
A CPF/CNPJ: 03.896.407/0001-37 Inscrição Municipal : 137.474-00 Fi,

FORO MINAS Endereço: AVENIDA JOAO NAVES DE AVILA, Nº3685 - BAIRRO SANTA MONICA - CEP:38408-680
Município: UBERLANDIA UF: MG
TOMADOR DE SERVIÇOS

ome/Razão Social: PRESIDENCIA DA R BLICA
(CPF/CNPJ: 00.394.411/0001-09

Endereço: RUA PC DOS TRES PODERES, NºSN - PALACIO DO PLANALTO - BAIRRO EIXO MONUMENTAL - CEP:70100-000
Município: BRASILIA UF: DF E-mail: wrsilvaQO presidencia.gov.br
DISCRIMINAÇÃO DOS SERVIÇOS

Descrição
(ALUGUEL DE SALA NO PERIODO DE 06/07/2022 A 09/07/2022 22 10H51M42 CHECK OUT: 15/07/2022 13H17M59

[TRIB. APROX. RS 0,00 FEDERAL RS 0,00 ESTADUAL RS 0,00 MUNICIPAL FONTE: CHAVE: CONTA: 144914/0 HOSPEDE: CECOM CHECK IN: 07/07/20

ributável [Item Qtde, Unitário R$ Total R$
SIM SALAS DE EVENTOS/CONVENCOES 1 ADULTO 4 400,00 Hana]
PIS (0,0000%): COFINS (0,0000%): INSS (0,0000%): IR (0,0000%): CSLL (0,0000%):
R$ 0,00 R$ 0,00 R$ 0,00 R$ 0,00 R$ 0,00
VALOR TOTAL DA NOTA = R$ 1.600,00

alor Total das Deduções: > : JAlíquota:
R$ 1.600,00

OUTRAS INFORMAÇÕES
Mês de Competência da Nota Fiscal: 07/2022 Tributação: TRIBUTÁVEL
Local da Prestação do Serviço: UBERLANDIA/MG Incidência: UBERLANDIA/MG
RPS/SÉRIE: 41331/99 (15/07/2022) Data de vencimento do ISSQN referente à esta NFSe: 15/08/2022

Recolhimento: ISS A RECOLHER PELO PRESTADOR
CNAE: 551080100 - HOTEIS

Serviço: 0901 - Hospedagem de qualquer natureza em hotéis, apart-service condominiais, flat, apart-hotéis, hotéis residência,
residence-service, suite service, hotelaria marítima, motéis, pensões e congêneres; ocupação por temporada com fornecimento de

serviço (o valor da alimentação e gorjeta, quando incluído no preço da diária, fica sujeito ao Imposto Sobre Serviços).

u

O
Ko)
Ú a
tele
5 :
SE re
z
8 vs ,
E ces

RESERVADO;

| S|

http://udigital.uberlandia.mg.gov.br/N otaFiscal/visualizarNota.p...

18/07/2022 08:15
",3.1399009227752686
423,424,"Nota Fiscal de Serviços Eletrônica http://udigital.uberlandia.mg.gov.br/NotaF iscal/visualizarNota.p...

RESERVADO, Ama

[o
e)
e
Número da Nota (5) É

Município de Uberlândia (
EX 00071826
PREFEITURA DE E SECRETARIA MUNICIPAL DE FINANÇAS Data e Hora de Emissão
UBERLAN DIA . 15/07/2022 13:20:26
NOTA FISCAL DE SERVIÇOS ELETRÔNICA - Código de Verificação

NFSe

bd7e2cc2

PRESTADOR DE SERVIÇOS
Nome/Razão Social: AR & M PALACE HOTEL LTDA
42 CPF/CNPJ: 03.896.407/0001-37 Inscrição Municipal : 137.474-00
ES INAS Endereço: AVENIDA JOAO NAVES DE AVILA, Nº3685 - BAIRRO SANTA MONICA - CEP:38408-680
Município: UBERLANDIA UF: MG
TOMADOR DE SERVIÇOS

ome/Razão Social: PRESIDENCIA DA REPUBLICA
PF/CNPJ: 00.394.411/0001-09

- BAIRRO EIXO MONUMENTAL - CEP:70100-000

DISCRIMINAÇÃO DOS SERVIÇOS
Descrição:
HOSPEDAGEM GRUPO PR PERIODO 05/07/2022 A 10/07/2022 CHECK IN: 08/07/2022 16H09M21 CHECK OUT: 15/07/2022 13H20M17

. APROX. RS 0,00 FEDERAL RS 0,00 ESTADUAL RS 0,00 MUNICIPAL FONTE: CHAVE: CONTA: 144964/0 HOSPEDE: SECRETARIA PRESIDENCIA

Unitário R$ Total R$

IARIAS 1 ADULTO 207,900 4.158,00
” IARIAS 2 ADULTOS 1) 20027,7000) 20.027,70]
IARIAS 3 ADULTOS 346,500 693,00

COFINS (0,0000%): IR (0,0000%):

PIS (0,0000%): INSS (0,0000%): CSLL (0,0000%):
R$0, R$ 0 R$ 0

alor Total das Deduções:

OUTRAS INFORMAÇÕES
Mês de Competência da Nota Fiscal: 07/2022 Tributação: TRIBUTÁVEL
Local da Prestação do Serviço: UBERLANDIA/MG Incidência: UBERLANDIA/MG
RPS/SÉRIE: 41334/99 (15/07/2022) Data de vencimento do ISSQN referente à esta NFSe: 15/08/2022

Recolhimento: ISS A RECOLHER PELO PRESTADOR
CNAE: 551080100 - HOTEIS
Serviço: 0901 - Hospedagem de qualquer natureza em hotéis, apart-service condominiais, flat, apart-hotéis, hotéis residência,

residence-service, suite service, hotelaria marítima, motéis, pensões e congêneres; ocupação por temporada com fornecimento de
serviço (o valor da alimentação e gorjeta, quando incluído no preço da diária, fica sujeito ao Imposto Sobre Serviços).

wo

RESERVADO

lofl E a o 18/07/2022 08:14
",3.3465585708618164
424,425,"18/07/2022 12:26 consulta.tesouro.fazenda.gov.br/gru novosite/gerarHTML .asp

Gerado a partir de http://consulta.tesouro.fazenda.gov.br/gru novosite/gru simples parte2.asp

SR. CONTRIBUINTE: ESTA GUIA NÃO PODERÁ SER LIQUIDADA COM CHEQUE

“ho-6
Código de Recolhimento q o 68808-8
MINISTÉRIO DA ECONOMIA - f
Número de Referência: | Em 339033
SECRETARIA DO TESOURO NACIONAL - E

, tb AD 07/2022

Guia de Recolhimento da União - GRU .. ad AM

4 R É 23/07/2022

“OQ

110001 / 00001

º o no . (=) Valor do Principal
Instruções: As informações inseridas nessa guia são de exclusiva a
responsabilidade do contribuinte, que deverá, em caso de (-) Desconto/Abatimento
dúvidas, consultar a Unidade Favorecida dos recursos.

SR. CAIXA: NÃO RECEBER EM CHEQUE

GRU SIMPLES
Pagamento exclusivo no Banco do Brasil S.A.
[STN143FACB80D8133225E28889DDOC55BE4]

(=) Valor Total

89950000005-0 35000001010-9 955231 66880-0 80016712556-8

DO

18/07/2022 — - BANCO DO BRASIL - 13:19:50
481111065 lia o

COMPROVANTE DE PAGAMENTOS COM COD. BARRA

Convenio GRU-GUIA RECOLHIM. UNIAO
Codigo de Barras  89958008005-0 35000001010-9
95523160880-0  80016/12556-8

Data do pagamento 18/07/2022
NRO de Referencia 339033
Competencia MM/AMAA 87/2022
Data de Vencimento 23/07/2022
CPF E

Valor Principal 535,00
Valor em Dinheiro 535,80
Valor em Cheque 2,0
Yalor Total 535, 00

A.C14.026.F92.FC3.272
",2.8974525928497314
425,426,"Ati +HEl ECTRONIC MISCELIANEOUS DOCUMENT 1

M==0 0022200000 n PASSENGER RECEIPT

GOL LINHAS AFREAS 15JU!.22 57%3813

SLZ 45 4 SAO LUIS

a EZMARCOS

**NOT VALID FOR** PSGR TIZKET .27217
C/RAGGAGE
01 0C3 PRIMEIRA BAGAGEM 140.00, SLZ
SLZ 63 BSB14C.0CBRL149.0CEND r AGO,

E)

GOL LINHAS AEREA

PR ELECTRONIC e
BR *x MISCELLANEOUS xx
Hex DOCUMENT x

TS e pe e a e e e e e e e e je
7318487
DHERE THIS DOCUMENT IS ISSUED
FOR TRANSPORTATICH OR SUCS

GSVCUT/63 OTHER THAN PASSENGER AIR
BSB G3  TRANSPORTATION SPECIFIC TERNS
Os AND CONDITIONS MAY APPLY

THESE TERMS AND CONDITIONS

HAY BE PROVIDED SEPARATELY

OR HAY BE OBTAINED FROM THE

ISSUTNG COMPANY OR AGENT

NºT VALID FOR TRAVEL
127 1507857031 6

BRL 1.00 EP CASH
nã essa oeak
NA ne
log O 127 1507857031. A
140.00 ido

BRL

HAHAHAHAHAHA ELECTRONIC MISC

ELLANEOUS DOCUMENT 6

GOL LINHAS AEREA

X-----0 0000000000 PASSENGER RECEIPT e E
FLEC *
GOL LINHAS AEREAS 1ISJNLZ2 57963813 BR xx mM: ELLAERDS a
SLZ 45 4 SAO LUIS ee DC MENT +
EE /MERCOS DE e e fe fe e je je
**NOT UALID FORX* PSGR TICKET 1272177318427
C/BAGRAGE WMERC  dIS DOCUMENT IS ISSUED
FOR TRASPORTATION OR SVCS
ASUCHT/G3 OTHER THAN PASSuEro
10 0C9 EXCESSO DE BAGAGEM PO 35 O SLZ BSB G3 RMSP - TERNS
SLZ 63 BSB350. 00BRL350.G0END Bh CONDISCAS ço
THESE TERMS ND 05; LONS
ho? BE PROVIDES ver siNTELY
BRL 350 - Dl Na FP CASH OE MAY BE OBTAINED FROM THE
NA tios ISSUING COMPANY 02 AGENT
NOT VALID FOR TRAVEL
NA O 1. 150785707
a aco Nº 127 1507857032 0

SI3tEMA DE INFORMACOES BANCO DO BRAS

AUTO-ATENDIMENTO - 11,57,
POMPROVANTE DE SAQUE
CARTAO DE CREDITO
cóta do “ adiaa ca a PUEIaS qra cts qui [ue q ca ea ca a A
CAU: 270051
Al. TRANS SAÇAO: anna
R DO “Sn
",3.2887024879455566
426,427,"CR ERSORNORE! ECTRONIC

E
= A

me dt ii A

à

à oh

à

da?

q 6 ud do

ECIR es

CMRE RAEM A

.

da

BR

PORCO L ECTRONIO MISCELLANEDUS DOCUMENT
K=== ue cmenenea am PASSENDER RECEIPT
SOL LiNMaAS ÁEREAS ASJUL2a é “B
S5E + E

“a,
nr
» a ups

FOR

CRM ndTEER Sea

4 2a a
- ta DRA d

ISTEMA DE INFORMAÇÕES: BANCO: DO BRAS:
- nus Di Rea ; 165, mo

TENS

PICAR .

ja Inglie .
ALITORIZAÇAO: 275044 ""e Cro
SEQULNCIAL TRANSACAD: vmaarê;

o msm (Bos SAQUE: R$.

5 GOL INHAS ABRE +
me ELECTRONIC 4
RE Minor

Aee, DOCUMENT

IT vaLID FOR TRAVEI

ado À
17790

JA

LINHAS AEREA

.ECTRONIO date
ISCELLANEDUS sex
ae DOCUMENT «mem
DL ENE A e OE OA e pa

",2.3678975105285645
427,428,"E SISTEMA DE INFORMACOES BANCO DO BRAS
2 ALTO-ATENDIMENTO  — dl, .

OMPROVANTE DE SAQUE
CARTAO DE CREDITO

pa
AJA
AL O ENSAÇÃO: aaaaa?
S ur R$ : 1.000..

SISTEMA DE INFORMACOES BANCO DO BRAS
| AUTO-ATENDIMENTO = 11,49,
qu

COMPROVANTE DE SAQUE
CARTÃO DE CREDITO

JR: ' pe
ALTURA cAvAO: 274484

SEQUENC TAL TRONSACAO: AGUDA
VALOR vo O Sabes ud

Ma DE INFORMACOES BANCO DO ça
AUTO-ATENDIMENTO - 11,49.

pagz7 A; Di

COMPROVANTE DE SAQUE
CARTAO DE CREDITO

ANSACAO: Bona
: R$ i. lh

be INFORMACÕES BANCO DO BRAS:

INES - SISTEMA

AUTO-ATENDIMENTO  - 11,50...
q!
COMPROVANTE DE SAQUE
CARTAO DE CREDITO
mini eis
RiZALAU: 2/4072
SEQUENCIAL 1RANSAÇAO: daBHa8
VALOR a Sue R$ 1.000,»

1,000,:

PORTADOR:
BL TURIZACAO: 274895

ENCIAL TRANSAÇÃO: 000010

VALOR mt)

SUB =

AUTO-ATENDIMENTO  -

COMPROVANTE DE SAQUE
CARTÃO DE CREDITO

SAQUE» R$

- SIS:EMA DE INFORMAÇÕES BANCO DO BRAS:
WU di
, 1

SISTEMA DE INFORMACOES BANCO DO BRAS

14/07/2022 AUTO-ATENDIMENTO  - 11,51,
239274854
COMPROVANTE DE ar
CARTÃO DE CREDITO

tro OR 00

OTROS
R39274854

mi

j 279004
id. TEANSACÃO: O00012
SaqE: R$

aee -
Sina DE THE! MPa

tada 105) ENCO DO BRAS!
AUTO- ATENDIMENTO -— Ms
Bi:

DUMPROVANTE DE SAQUE
CARTAO DE CREDITO

+ DO <

civis

dadas 2622
Ega) 2/4894

ACEO: 24
NCÍAL ISA amBaLA
R

Saes

SISTEMA DE INFORMACOES BANCO DO BRA!
AUTO-ATENDIMENTO  - 11.53.
qu

COMPROVANTE DE SAQUE
CARTAO DE CREDITO

INSACÃO: CRO0IS

te

E 008,

",2.9432976245880127
428,429,"18/07/2022 12:29 consulta tesouro.fazenda.gov.br/gru novosite/gerarHTML asp

Gerado a partir de htip:lconsulta tesouro fazenda.gov.brigru. novositelgru. simples  parte2.asp

SR. CONTRIBUINTE: ESTA GUIA NÃO PODERÁ SER LIQUIDADA COM CHEQUE

Código de Recolhimento GS, 68808-8
Número de Referência fes IH 339039
Competência ARNS 07/2022

Guia de Recolhimento da União - GRU É —

a) »
q a
Nome do Contribuinte / Recolhedor: : icor «, .
Wagner Rodrigues da Silva CNPJ ou CPF do Contribuinte . . 584.455.101-00
ma
Nome da Unidade Favorecida: [Uoroesmo

MINISTÉRIO DA ECONOMIA
SECRETARIA DO TESOURO NACIONAL +

SECRETARIA ESPECIAL DE ADMINISTRACAO/PR 110001 / 00001

CC e
=) Valor do Principal . 4,00
[()DescontolAbatimento |

Instruções: As informações inseridas nessa guia são de exclusiva
responsabilidade do contribuinte, que deverá, em caso de
dúvidas, consultar a Unidade Favorecida dos recursos.

SR. CAIXA: NÃO RECEBER EM CHEQUE

(-) Desconto/Abatimento

(-) Outras deduções

(+) Mora / Multa
(sos Encargos O

(+) Juros / Encargos

NL
(+) Outros Acréscimos

(=) Valor Total 4,00

GRU SIMPLES

Pagamento exclusivo no Banco do Brasil S.A.
ISTN99BB9DFODD39394A0C68116720891072]

89990000000-7 04000001010-2 95523166880-0 80016712902

O

18/07/2022 - BANCO DO BRASIL - 13:18:19
481111065 a055

COMPROVANTE DE PAGAMENTOS COM COD. BARRA

Convenio GRU-GUTA RECOLHIM, UNIAO —
Codigo de Barras B9900AAGGA-?  asgooenipia->
95523166880-0 20018712902.4

Data do pagamento 18/07/2022
NRO de Referencia 339939
Competencia MM/ASAA 07/2022
Data de Vencimento 23/07/2022
CPF 584.455. 101-90
Valor Principal 4,80
Valor em Dinheiro 4,09
Valor em Cheque 2,00
Valor Total 4,00
NR. AUTENTICAÇAO 5.848,E88.814,246,99F
",3.3368189334869385
429,430,"18/07/2022 12:29 a consulta.tesouro.fazenda.gov.br/gru novosite/gerarHTML.asp k

Gerado a partir de http://consulta.tesouro.fazenda.gov.brigru novosite/gru simples parte2.asp
SR. CONTRIBUINTE: ESTA GUIA NÃO PODERÁ SER LIQUIDADA COM CHEQUE

Código de Recolhimento SETE? ” 68808-8
MINISTÉRIO DA ECONOMIA Fa

Po 9 EX 339039
SECRETARIA DO TESOURO NACIONAL )
07/2022
Guia de Recolhimento da União - GRU - -.
23/07/2022

Nome da Unidade Favorecida:
SECRETARIA ESPECIAL DE ADMINISTRACAO/PR o a

(=) Valor do Principal

Instruções: As informações inseridas nessa guia são de exclusiva

responsabilidade do contribuinte, que deverá, em caso de (-). Desconto/Abatimento

dúvidas, consultar a Unidade Favorecida dos recursos. a É -
SR. CAIXA: NÃO RECEBER EM CHEQUE [()Outrasdeduções |

(+) Mora / Multa

(+) Juros / Encargos
GRU SIMPLES

Pagamento exclusivo no Banco do Brasil S.A. (+) Outros Acréscimos
[STN998B9DFODD39394A0C6811672D891072]
(=) Valor Total

89990000000-7 04000001010-2 95523166880-0 80016712902-4

DE

18/07/2022  - BANCO DO BRASIL - io

481111065

[laje]

COMPROVANTE DE PAGAMENTOS COM COD, BARRA

Convenio
Codigo de Barras

Data do pagamento
NRO de Referencia

Competencia MM/AAAA
Data de Vencimento

CPF
valor Principal
Valor em Dinheiro
Valor em Cheque
valor Total

NR AUTENTICACA

GRU-GUIA

RECOLHIM, UNIAO
B9SaMMaaÕOO-7  a4gooeara1o-
95523166880-0 — 80016712902-4

18/07/2022
339839
07/2022
23/07/2022

4,00
4,00
2,00
4,00

5.848, E88.B14,246.99F
",2.7947568893432617
430,431,"SISBB - SISTEMA DE INFORMACOES BANCO DO BRASIL
18/07/2022 - AUTO-ATENDIMENTO  - 13.07,27
481175618 2029

COMPROVANTE DE SAQUE
CARTAO DE CREDITO

PORTADOR: WAGNER R SILVA

AUTORIZACAO: 241020

SEQUENCIAL TRANSACAO: anagaa

VALOR DO SAQUE: R$ 1.000,00

Leia no verso como conservar este documento,
entre outras informações.

SISBB - SISTEMA DE INFORMACOES BANCO DO BRASIL
18/07/2022 - AUTO-ATENDIMENTO  - 13.06,20
481175618 0029

COMPROVANTE DE SAQUE
CARTAO DE CREDITO

PORTADOR: HAGNER R SILVA

AUTORIZACAO: 249816

SEQUENCIAL TRANSACAO: BRGpa?

VALOR DO SAQUE: R$ 1.000,00

Leia no verso como conservar este documento,
entre outras informações,

SISBB - SISTEMA DE INFORMACOES BANCO DO BRASTL
18/07/2002 AUTO-ATENDIMENTO  - 13,08,13
481175618 0029

COMPROVANTE DE SAQUE
CARTAO DE CREDITO

PORTADOR: HAGNER R SILVA

AUTORIZACAO: 241164

SEQUENCIAL TRANSACAO: BaGAn6

VALOR DO SAQUE: R$ 1.000,00

Leia no verso como conservar este documento,
entre outras informações,

ido
a

pen dl

SISBB - SISTEMA DE INFORMACOES BANCO DO BRASIL v
18/07/2002 AUTO-ATENDIMENTO 13.08, Subrica
481175618 0029:

COMPROVANTE DE SAQUE
CARTAO DE CREDITO

PORTADOR : HAGNER R SILVA

AUTORIZACAO: 241318

SEQUENCIAL TRANSACAO: Bananas

VALOR DO SAQUE: R$ 1.000,00

Leia no Yerso Como conservar este documento,
entre outras informações,

SISBB - SISTEMA DE INFORMAÇÕES BANCO DO BRAS
18/07/2022 AUTO-ATENDIMENTO  — 49 89 48
481175618 “0029

COMPROVANTE DE SAQUE
CARTAO DE CREDITO

PORTADOR: HAGNER R
AUTORIZACAO: 241457

SEQUENCIAL TRANSAÇÃO: aBagia
VALOR DO SAQUE: R$ 360, 09

SILVA

Leia no Verso como conservar este documento,
entre outras informações,

7)
",2.795011281967163
