,Número da Página,Texto da Página,Tempo de Processamento (s)
25,26,"ç 10)
PALÁCIO TANGARÁ
SãO PAULO RPS - RECIBO PROVISORIO DE SERV

PROVISORY RECEIPT
NOME / NAME: Antonio Hamilton Martins Mourao
EMPRESA / COMPANY: SECRETARIA GERAL DE ADMINISTRACAO
CNPJ: 00394411000109
ENDEREÇO / ADDRESS: Palacio do Planalto Anexo 03
Brasilia DF 701509000
E-MAIL: VANESSA.CAETANOGQPRESIDE
Nº DO QUARTO / ROOM Nº:229 CHEGADA / ARRIVAL: 17-03-19 SAIDA / DEPARTURE: 18-03-19
RESERVA Nº: 379854  RPSNº: 33754 São Paulo, 18-03-19 19:09:04
DATA / DATE DESCRIÇÃO / DESCRIPTION VALOR TOTAL / AMOUNT
18-03-19 *Servico de Quarto 715.00
18-03-19 Visa National / ELO Manual -715.00
A Transportar: 0.00
Saldo R$ 0.00 Total R$ 715.00
Total Tributavel R$ 5% Total ISS R$

«Alimentos e bebidas tributados pelo Cupom Fiscal/ **Reembolso de despesas não sujeita a tributação
De acordo com o dispositivo no artigo 06 de Decreto Municipal 47.350/06, este Recibo Provisório de Serviço será convertido em Nota Fiscal Eletrônica no prazo de 10 dias.

Em caso de dúvidas, acesse o site www.prefeitura.sp.gov.br
In accordance to the article 06 of Municipal Law N 47.350/06, this Provisory Receipt will be converted into an Eletronic Fiscal Invoice within 10 days.

For any queries or question, please access www. prefeitura. sp.gov.br

ASSINATURA / SIGNATURE

Palácio Tangará Desenvolvimento Imobiliário e Exploração Hoteleira Ltda- Rua Dep. Laercio Corte, 1501- CEP 05706-290- São Paulo SP- Tel (55) 11 4904-4040
CNPJ: 13.812.932/0002-61 Ins. Municipal: 5.608.586-9 Ins. Estadual: 141.536.564.114
",3.666233777999878
26,27,"SE
PALÁCIO TANGARÁ
SÃO PAULO RPS » RECIBO PROVISORIO DE s

PROVISORY RECEIPT é

NOME / NAME: Antonio Hamilton Martins Mourao
EMPRESA / COMPANY: SECRETARIA GERAL DE ADMINISTRACAO
CNPJ: 00394411000109
ENDEREÇO / ADDRESS: Palacio do Planalto Anexo 03
Brasilia DF 701509000
E-MAIL: VANESSA.CAETANOGQPRESIDE
Nº DO QUARTO / ROOM Nº:229 CHEGADA / ARRIVAL: 17-03-19 SAIDA / DEPARTURE: 18-03-19
RESERVA Nº: 379854  RPSNº: 33753 São Paulo, 18-03-19 19:07:44
DATA / DATE DESCRIÇÃO / DESCRIPTION VALOR TOTAL / AMOUNT
17-03-19 Accomodation 2,700.00
17-03-19 ISS Tax Tangara Package 135.00
18-03-19 Visa National / ELO Manual -2,835.00
A Transportar: 0.00
Saldo R$ 0.00 Total R$ 2,835.00
Total Tributavel R$  2,828.90 5% Total ISS R$ 141.45

*Alimentos e bebidas tributados pelo Cupom Fiscal/ **Reembolso de despesas não sujeita a tributação
De acordo com o dispositivo no artigo 06 de Decreto Municipal 47.350/06, este Recibo Provisório de Serviço será convertido em Nota Fiscal Eletrônica no prazo de 10 dias.

Em caso de dúvidas, acesse o site www .prefeitura.sp.gov.br
In accordance to the article 06 of Municipal Law N 47.350/06, this Provisory Receipt will be converted into an Eletronic Fiscal Invoice within 10 days.

For any queries or question, please access www. prefeitura. sp.gov.br

ASSINATURA / SIGNATURE

mobiliário e Exploração Hoteleira Ltda- Rua Dep. Laercio Corte, 1501- CEP 05706-290- São Paulo SP- Tel (55) 11 4904-4040

Palácio Tangará Desenvolvimento |
CNPJ: 13.812.932/0002-61 Ins. Municipal: 5.608.586-9 Ins. Estadual: 141.536.564.114
",4.927927255630493
27,28,"NF-e - Nota Fiscal Eletrônica de Serviços - São Paulo

PREFEITURA DO MUNICÍPIO DE SÃO PAULO

SECRETARIA MUNICIPAL DA FAZENDA
NOTA FISCAL ELETRÔNICA DE SERVIÇOS - NFS-e

RPS Nº 33753 Série 1, emitido em 18/03/2019

e;

AGO

ad da Nota ei! E
00034034 7 [«

Data e Hora de Emied

19/03/2019 08:57:47

Código de Verificação

FTBR-MV5SK
PRESTADOR DE SERVIÇOS
CPF/CNPJ: 13.812.932/0002-61 Inscrição Municipal: 5.608.586-9
Nome/Razão Social: Tangará Desenvolvimento Imobiliário e Exploração Hoteleira Lt
Endereço: R Deputado Laércio Corte 01501 - Paraíso do Morumbi - CEP: 05706-290
Município: São Paulo UF: SP
TOMADOR DE SERVIÇOS
Nome/Razão Social: SECRETARIA GERAL DE ADMINISTRACAO
CPF/CNPJ. 00.394.411/0001-09 Inscrição Municipal: --—
Endereço: Palacio do Planalto Anexo 03 01, Nao informado - Nao informado - CEP: 70150-900
Município: Brasília Ur: DF E-mail: VANESSA.CAETANOGPRESIDENCIA.GOV.BR
INTERMEDIÁRIO DE SERVIÇOS
CPF/CNPJ: Nome/Razão Social: --—
QÚ DISCRIMINAÇÃO DOS SERVIÇOS
Hospede: ANTONIO HAMILTON MARTINS MOURÃO
Confirmacao: 379854
UH: 229
RPS: 33753
Check In: 17/03/2019 00:00:00
Check Out: 18/03/2019 00:00:00
Accommodation Package R$: 2700.00
ISS Tax R$: 128.90
ISS Tax Tangara Package R$: 4.00
ISS Burle Bar Package R$: 2.10
Tributos Aprox: Fed: R$103.48 = 3.65% Mun: R$141.75 = 5% (IBPT)
restação das seniços
INSS (R$) | IRRF (R$) | COFINS (R$) | PIS/PASEP (R$)
Código do Serviço
07005 - Hospedagem em hotéis e hotelaria marítima.
Valor Total das Deduções (R$) Base de Cálculo (R$) Alíquota (%) Valor do ISS (R$) Crédito (R$)
0,00 2.835,00 5,00% 141,75 0,00
Município da Prestação do Serviço Número Inscrição da Obra Valor Aproximado dos Tributos / Fonte

OUTRAS INFORMAÇÕES

(1) Esta NFS-e foi emitida com respaldo na Lei nº 14.097/2005; (2) Esta NFS-e substitui o RPS Nº 33753 Série 1, emitido em

18/03/2019; (3) Data de vencimento do ISS desta NFS-e: 10/04/2019;

lofl

02/04/2019 11:2:
",5.601168870925903
28,29,"BT Verbo Divino
Rua Verbo Divino,

www.bluetree.com.br - reservasfbluetree.com.br

BT VERBO DIVINO

RPS - RECIBO PROVISÓRIO DE SERVIÇO

1323 - Chácara Santo Antônio
CEP: 04719-002 - São Paulo - SP - Brasil

Tel.
Fax:

: (11) 5683-4600
(11) 5683-4601

C.N.P.J (M.F.):
I.E:00000.000 IRF:00.00 SUL I
Inscrição Municipal: 4661453-2
Ministerio do Turismo

OBRIGATÓRIA A CONVERSÃO EM NOTA FISCAL DE SERVIÇOS ELETRÔNICA - NFS-E.
CASO NÃO RECEBA A NES-E VERIFIQUE O LIXO ELETRÔNICO DO SEU E-MAIL,OU ENTRE NO SITE DA PREFEITURA OU EM CONTATO

VOSCO.

RPS número:

258826/1

17.312.237/0001-00

Nome: SECRETARIA DE ADMINISTRACAO DA PRESIDENCIA DA REPUBLICA ADULTO/CRIANÇA: 1 / 0

Endereço: PALACIO DO PLANALTO - ANEXO III, 1 SALA 203 ALA A SUP 1341

CNPJ/CPF: 00.394.411/0001-09 Reserva: 53471822

icípio: BRASILIA UF: DF CEP: 70150900 FUNCIONÁRIO: 535 ROLIVEIRA
GADA: 14/03/2019 PARTIDA: 19/03/2019 Data Emissão: 19/03/2019

HOSPEDE: VANESSA MAGALHAES
DATA CoD DESCRIÇÃO VALOR
[4/03/2019 DI Diaria COFINS Cum. 3% 10,50 / PIS Cum. 0,65% 2,28 / ISS SP 17,50 350,00
[4/03/2019 ISD ISS s/ Diarias 17,50
[4/03/2019 DI Diaria COFINS Cum. 3% 10,50 / PIS Cum. 0,65% 2,28 / ISS SP 17,50 350,00
[4/03/2019 ISD ISS s/ Diarias 17,50
[4/03/2019 DI Diaria COFINS Cum. 3% 10,50 / PIS Cum. 0,65% 2,28 / ISS SP 17,50 350,00
[4/03/2019 ISD ISS s/ Diarias 17,50
[4/03/2019 DI Diaria COFINS Cum. 3% 10,50 / PIS Cum. 0,65% 2,28 / ISS SP 17,50 350,00
[4/03/2019 ISD ISS s/ Diarias 17,50
[4/03/2019 DI Diaria COFINS Cum. 3% 10,50 / PIS Cum. 0,65% 2,28 / ISS SP 17,50 350,00
[4/03/2019 ISD ISS s/ Diarias 17,50
[4/03/2019 DI Diaria COFINS Cum. 3% 10,50 / PIS Cum. 0,65% 2,28 / ISS SP 17,50 350,00
[4/03/2019 ISD ISS s/ Diarias 17,50
[4/03/2019 DI Diaria COFINS Cum. 3% 10,50 / PIS Cum. 0,65% 2,28 / ISS SP 17,50 350,00
[4/03/2019 ISD ISS s/ Diarias 17,50
[4/03/2019 DI Diaria COFINS Cum. 3% 10,50 / PIS Cum. 0,65% 2,28 / ISS SP 17,50 350,00
[4/03/2019 ISD ISS s/ Diarias 17,50
[4/03/2019 DI Diaria COFINS Cum. 3% 10,50 / PIS Cum. 0,65% 2,28 / ISS SP 17,50 350,00
[4/03/2019 ISD ISS s/ Diarias 17,50
[4/03/2019 DI Diaria COFINS Cum. 3% 10,50 / PIS Cum. 0,65% 2,28 / ISS SP 17,50 350,00
[4/03/2019 ISD ISS s/ Diarias 17,50
[4/03/2019 DI Diaria COFINS Cum. 3% 10,50 / PIS Cum. 0,65% 2,28 / ISS SP 17,50 É 350,00
[4/03/2019 ISD ISS s/ Diarias 17,50

VALOR TOTAL DO RPS - 19.477,50

O IMPOSTO SOBRE SERVIÇO FOI CALCULADO PELA ALÍQUOTA DE 5% DE ACORDO COM A LEI.

=—""[[[1[11[0111——————

CONCORDO QUE É DE MINHA RESPONSABILIDADE AS DESPESAS ACIMA,

CASO A PESSOA, COMPANHIA OU ASSOCIAÇÃO DEIXE DE PAGA-LAS.

DATA:

WWW

ASSINATURA:

ee ——ww>]>]>]—]————Ww>——w—w—————

",7.284589529037476
29,30,"[teh
BT VERBO DIVINO

RPS - RECIBO PROVISÓRIO DE SERVIÇO

Tel.: (11) 5683-4600

BT Verbo Divino Fax: (11) 5683-4601

Rua Verbo Divino, 1323 - Chácara Santo Antônio C.N.P.J (M.F.): 17.312.237/0001-00

CEP: 04719-002 - São Paulo - SP - Brasil 1.E:00000.000 IRF:00.00 SUL I

Inscrição Municipal: 4661453-2

www.bluetree.com.br - reservasfbluetree.com.br Ministerio do Turismo

OBRIGATÓRIA A CONVERSÃO EM NOTA FISCAL DE SERVIÇOS ELETRÔNICA - NFS-E.

CASO NÃO RECEBA A NES-E VERIFIQUE O LIXO ELETRÔNICO DO SEU E-MAIL,OU ENTRE NO SITE DA PREFEITURA OU EM CONTATO
JOSCO.

RPS número: 258826/2

E aaa

Nome: SECRETARIA DE ADMINISTRACAO DA PRESIDENCIA DA REPUBLICA ADULTO/CRIANÇA: 1 / 0

Endereço: PALACIO DO PLANALTO - ANEXO III, 1 SALA 203 ALA A SUP 1341

CNPJ/CPF: 00.394.411/0001-09 Reserva: 53471822

icípio: BRASILIA UF: DF CEP: 70150900 FUNCIONÁRIO: 535 ROLIVEIRA
GADA: 14/03/2019 PARTIDA: 19/03/2019 Data Emissão: 19/03/2019

HOSPEDE: VANESSA MAGALHAES
DATA CoD DESCRIÇÃO VALOR SALDC
[5/03/2019 DI Diaria COFINS Cum. 3% 10,50 / PIS Cum. 0,65% 2,28 / ISS SP 17,50 , 350,00
[5/03/2019 ISD ISS s/ Diarias 17,50
[5/03/2019 DI Diaria COFINS Cum. 3% 10,50 / PIS Cum. 0,65% 2,28 / ISS SP 17,50 350,00
[5/03/2019 ISD ISS s/ Diarias 17,50
[5/03/2019 DI Diaria COFINS Cum. 3% 10,50 / PIS Cum. 0,65% 2,28 / ISS SP 17,50 350,00
15/03/2019 ISD ISS s/ Diarias 17,50
L5/03/2019 DI Diaria COFINS Cum. 3% 10,50 / PIS Cum. 0,65% 2,28 / ISS SP 17,50 350,00
L5/03/2019 ISD ISS s/ Diarias 17,50
15/03/2019 DI Diaria COFINS Cum. 3% 10,50 / PIS Cum. 0,65% 2,28 / ISS SP 17,50 350,00
15/03/2019 ISD ISS s/ Diarias 17,50
L5/03/2019 DI Diaria COFINS Cum. 3% 10,50 / PIS Cum. 0,65% 2,28 / ISS SP 17,50 350,00
[5/03/2019 ISD ISS s/ Diarias 17,50
[5/03/2019 DI Diaria COFINS Cum. 3% 10,50 / PIS Cum. 0,65% 2,28 / ISS SP 17,50 350,00
L5/03/2019 ISD ISS s/ Diarias 17,50
[5/03/2019 DI Diaria COFINS Cum. 3% 10,50 / PIS Cum. 0,65% 2,28 / ISS SP 17,50 350,00
5/03/2019 ISD ISS s/ Diarias 17,50 ú
[5/03/2019 DI Diaria COFINS Cum. 3% 10,50 / PIS Cum. 0,65% 2,28 / ISS SP 17,50 350,00
15/03/2019 ISD ISS s/ Diarias 17,50
[5/03/2019 DI Diaria COFINS Cum. 3% 10,50 / PIS Cum. 0,65% 2,28 / ISS SP 17,50 350,00
L5/03/2019 ISD ISS s/ Diarias 17,50
[5/03/2019 DI Diaria COFINS Cum. 3% 10,50 / PIS Cum. 0,65% 2,28 / ISS SP 17,50 350,00
[5/03/2019 ISD ISS s/ Diarias 17,50

VALOR TOTAL DO RPS - 19.477,50

O IMPOSTO SOBRE SERVIÇO FOI CALCULADO PELA ALÍQUOTA DE 5% DE ACORDO COM A LEI.

2 W[WVW—W——[W[WwWww———————
CONCORDO QUE É DE MINHA RESPONSABILIDADE AS DESPESAS ACIMA,

CASO A PESSOA, COMPANHIA OU ASSOCIAÇÃO DEIXE DE PAGA-LAS.

DATA: ASSINATURA:

[WWW] ————————————————————————————————————
",6.166989803314209
30,31,"BT Verbo Divino
Rua Verbo Divino,

RPS - RECIBO PROVISÓRIO

BT VERBO DIVINO

1323 - Chácara Santo Antônio
CEP: 04719-002 - São Paulo - SP - Brasil

www.bluetree.com.br - reservasfbluetree.com.br

OBRIGATÓRIA A CONVERSÃO EM NOTA FISCAL DE SERVIÇOS ELETRÔNICA - NFS-E.

Tel.:
Fax:

DE SERVIÇO

(11) 5683-4600

(11) 5683-4601

C.N.P.J (M.F.):
I.E:00000.000 IRF:00.00 SUL I
Inscrição Municipal: 4661453-2 .
Ministerio do Turismo

17.312.237/0001-00

CASO NÃO RECEBA A NES-E VERIFIQUE O LIXO ELETRÔNICO DO SEU E-MAIL,OU ENTRE NO SITE DA PREFEITURA OU EM CONTATO

JOSCO.

RPS número: 258826/3

Nome: SECRETARIA DE ADMINISTRACAO DA PRESIDENCIA DA REPUBLICA ADULTO/CRIANÇA: 1 / 0

Endereço: PALACIO DO PLANALTO - ANEXO III, 1 SALA 203 ALA A SUP 1341

CNPJ/CPF: 00.394.411/0001-09 Reserva: 53471822

icípio: BRASILIA UF: DF CEP: 70150900 FUNCIONÁRIO: 535 ROLIVEIRA
GADA: 14/03/2019 PARTIDA: 19/03/2019 Data Emissão: 19/03/2019

HOSPEDE: VANESSA MAGALHAES
DATA CoD DESCRIÇÃO VALOR
L6/03/2019 DI Diaria COFINS Cum. 3% 10,50 / PIS Cum. 0,65% 2,28 / ISS SP 17,50 350,00
L6/03/2019 ISD ISS s/ Diarias 17,50
L6/03/2019 DI Diaria COFINS Cum. 3% 10,50 / PIS Cum. 0,65% 2,28 / ISS SP 17,50 350,00
L6/03/2019 ISD ISS s/ Diarias 17,50
L6/03/2019 DI Diaria COFINS Cum. 3% 10,50 / PIS Cum. 0,65% 2,28 / ISS SP 17,50 350,00
L6/03/2019 ISD ISS s/ Diarias 17,50
L6/03/2019 DI Diaria COFINS Cum. 3% 10,50 / PIS Cum. 0,65% 2,28 / ISS SP 17,50 350,00
L6/03/2019 ISD ISS s/ Diarias 17,50
L6/03/2019 DI Diaria COFINS Cum. 3% 10,50 / PIS Cum. 0,65% 2,28 / ISS SP 17,50 350,00
L6/03/2019 ISD ISS s/ Diarias 17,50
L6/03/2019 DI Diaria COFINS Cum. 3% 10,50 / PIS Cum. 0,65% 2,28 / ISS SP 17,50 350,00
L6/03/2019 ISD ISS s/ Diarias 17,50
L6/03/2019 DI Diaria COFINS Cum. 3% 10,50 / PIS Cum. 0,65% 2,28 / ISS SP 17,50 350,00
L6/03/2019 ISD ISS s/ Diarias 17,50
L6/03/2019 DI Diaria COFINS Cum. 3% 10,50 / PIS Cum. 0,65% 2,28 / ISS SP 17,50 350,00
L6/03/2019 ISD ISS s/ Diarias , 17,50
L6/03/2019 DI Diaria COFINS Cum. 3% 10,50 / PIS Cum. 0,65% 2,28 / ISS SP 17,50 350,00
L6/03/2019 ISD ISS s/ Diarias 17,50
L6/03/2019 DI Diaria COFINS Cum. 3% 10,50 / PIS Cum. 0,65% 2,28 / ISS SP 17,50 350,00
L6/03/2019 ISD ISS s/ Diarias 17,50
L6/03/2019 DI Diaria COFINS Cum. 3% 10,50 / PIS Cum. 0,65% 2,28 / ISS SP 17,50 350,00
“6” ISD ISS s/ Diarias 17,50

VALOR TOTAL DO RPS - 19.477,50

O IMPOSTO SOBRE SERVIÇO FOI CALCULADO PELA ALÍQUOTA DE 5% DE ACORDO COM A LEI.

TONCORDO QUE É DE MINHA RESPONSABILIDADE AS DESPESAS ACIMA,

CASO A PESSOA, COMPANHIA OU ASSOCIAÇÃO DEIXE DE PAGA-LAS.

DATA:

—————W——W—[W[WWwW——w—ww>—>—>—WW[Www>———>——————————

——[[00[00][[DW0ww—w—————

ASSINATURA:

—————w——w——>——WWw—>————

saLDA
",9.686832666397095
31,32,"BT Verbo Divino

Rua Verbo Divino,

www.bluetree.com.br - reservasfbluetree.com.br

OBRIGATÓRIA A CONVERSÃO EM NOTA FISCAL DE SERVIÇOS ELETRÔNICA - NFES-E.
CASO NÃO RECEBA A NFS-E VERIFIQUE O LIXO ELETRÔNICO DO SEU E-MAIL,OU ENTRE NO SITE DA PREFEITURA OU EM CONTATO

JOSCO.
RPS número: 258826/1
Nome: SECRETARIA DE ADMINISTRACAO DA PRESIDENCIA DA REPUBLICA ADULTO/CRIANÇA:
Endereço: PALACIO DO PLANALTO - ANEXO III, 1 SALA 203 ALA A SUP 1341
CNPJ/CPF: 00.394.411/0001-09 Reserva: 53471822
icípio: BRASILIA UF: DF CEP: 70150900 FUNCIONÁRIO:
GADA: 14/03/2019 PARTIDA: 19/03/2019 Data Emissão:
HOSPEDE: VANESSA MAGALHAES
DATA CoD DESCRIÇÃO
[4/03/2019 DI Diaria COFINS Cum. 3% 10,50 / PIS Cum. 0,65% 2,28 / ISS SP 17,50
14/03/2019 ISD ISS s/ Diarias
[4/03/2019 DI Diaria COFINS Cum. 3% 10,50 / PIS Cum. 0,65% 2,28 / ISS SP 17,50
L4/03/2019 ISD ISS s/ Diarias
[4/03/2019 DI Diaria COFINS Cum. 3% 10,50 / PIS Cum. 0,65% 2,28 / ISS SP 17,50
14/03/2019 ISD ISS s/ Diarias
[4/03/2019 DI Diaria COFINS Cum. 3% 10,50 / PIS Cum. 0,65% 2,28 / ISS SP 17,50
[4/03/2019 ISD ISS s/ Diarias
[4/03/2019 DI Diaria COFINS Cum. 3% 10,50 / PIS Cum. 0,65% 2,28 / ISS SP 17,50
[4/03/2019  ISD ISS s/ Diarias
L[4/03/2019 DI Diaria COFINS Cum. 3% 10,50 / PIS Cum. 0,65% 2,28 / ISS SP 17,50
[4/03/2019 ISD ISS s/ Diarias
[4/03/2019 DI Diaria COFINS Cum. 3% 10,50 / PIS Cum. 0,65% 2,28 / ISS SP 17,50
L4/03/2019 ISD ISS s/ Diarias
[4/03/2019 DI Diaria COFINS Cum. 3% 10,50 / PIS Cum. 0,65% 2,28 / ISS SP 17,50
14/03/2019 ISD ISS s/ Diarias
[4/03/2019 DI Diaria COFINS Cum. 3% 10,50 / PIS Cum. 0,65% 2,28 / ISS SP 17,50
[14/03/2019 ISD ISS s/ Diarias
[4/03/2019 DI Diaria COFINS Cum. 3% 10,50 / PIS Cum. 0,65% 2,28 / ISS SP 17,50
[4/03/2019 ISD ISS s/ Diarias
[4/03/2019 DI Diaria COFINS Cum. 3% 10,50 / PIS Cum. 0,65% 2,28 / ISS SP 17,50
[4/03/2019 ISD ISS s/ Diarias

RPS - RECIBO PROVISÓRIO

BT VERBO DIVINO

1323 - Chácara Santo Antônio
CEP: 04719-002 - São Paulo - SP - Brasil

Ea

Tel.:
Fax:

DE SERVIÇO

(11)

5683-4600
(11) 5683-4601
17.312.237/0001-00

C.N.P.J (M.F.):

1.E:00000.000 IRF:00.00 SUL I
Inscrição Municipal: 4661453-2
Ministerio do Turismo

VALOR TOTAL DO RPS —

O IMPOSTO SOBRE SERVIÇO FOI CALCULADO PELA ALÍQUOTA DE 5% DE ACORDO COM A LEI.

DATA:

1 ]]]]]]WwWwWw%—]—WW[Ww][Ww—w>—————————————————

em

CONCORDO QUE É DE MINHA RESPONSABILIDADE AS DESPESAS ACIMA,

CASO A PESSOA, COMPANHIA OU ASSOCIAÇÃO DEIXE DE PAGA-LAS.

ASSINATURA:

——————[[[WWwD]]][WwW]Ww—w0>—————

535 ROLIVEIRA
19/03/2019

VALOR

350,00
17,50
350,00
17,50
350,00
17,50
350,00
17,50
350,00
17,50
350,00
17,50
350,00
17,50
350,00
17,50
350,00
17,50
350,00
17,50
350,00
17,50

19.477,50

",8.02230978012085
32,33,"BT Verbo Divino

Rua Verbo Divino,

www.bluetree.com.br - reservasfbluetree.com.br

RESERVAD(

BT VERBO DIVINO

RPS - RECIBO PROVISÓRIO DE SERVIÇO

1323 - Chácara Santo Antônio
CEP: 04719-002 - São Paulo - SP - Brasil

Tel.
Fax:

OBRIGATÓRIA A CONVERSÃO EM NOTA FISCAL DE SERVIÇOS ELETRÔNICA - NFS-E.

CASO NÃO RECEBA A NFS-E VERIFIQUE O LIXO ELETRÔNICO DO SEU E-MAIL,OU ENTRE NO SITE DA PREFEITURA OU EM CONTATO

VOSCO.

RPS número:

258826/5

mem cume

: (11) 5683-4600

(11) 5683-4601 y
C.N.P.J (M.F.):
I.E:00000.000 IRF:00.00 SUL I
Inscrição Municipal: 4661453-2
Ministerio do Turismo

17.312.237/0001-00

= o e e

Nome: SECRETARIA DE ADMINISTRACAO DA PRESIDENCIA DA REPUBLICA ADULTO/CRIANÇA: 1 / 0

Endereço: PALACIO DO PLANALTO - ANEXO III, 1 SALA 203 ALA A SUP 1341

CNPJ/CPF: 00.394.411/0001-09 Reserva: 53471822

icípio: BRASILIA UF: DF CEP: 70150900 FUNCIONÁRIO: 535 ROLIVEIRA
GADA: 14/03/2019 PARTIDA: 19/03/2019 Data Emissão: 19/03/2019

HOSPEDE: VANESSA MAGALHAES
DATA CoD DESCRIÇÃO VALOR
18/03/2019 DI Diaria COFINS Cum. 3% 10,50 / PIS Cum. 0,65% 2,28 / ISS SP 17,50 350,00
L8/03/2019 ISD ISS s/ Diarias 17,50
18/03/2019 DI Diaria COFINS Cum. 3% 10,50 / PIS Cum. 0,65% 2,28 / ISS SP 17,50 350,00
L8/03/2019 ISD ISS s/ Diarias 17,50
[8/03/2019 DI Diaria COFINS Cum. 3% 10,50 / PIS Cum. 0,65% 2,28 / ISS SP 17,50 350,00
L8/03/2019 ISD ISS s/ Diarias 17,50
L8/03/2019 DI Diaria COFINS Cum. 3% 10,50 / PIS Cum. 0,65% 2,28 / ISS SP 17,50 350,00
18/03/2019 ISD ISS s/ Diarias 17,50
L8/03/2019 DI Diaria COFINS Cum. 3% 10,50 / PIS Cum. 0,65% 2,28 / ISS SP 17,50 350,00
L8/03/2019 ISD ISS s/ Diarias 17,50
L8/03/2019 DI Diaria COFINS Cum. 3% 10,50 / PIS Cum. 0,65% 2,28 / ISS SP 17,50 350,00
L8/03/2019 ISD ISS s/ Diarias 17,50
L8/03/2019 DI Diaria COFINS Cum. 3% 10,50 / PIS Cum. 0,65% 2,28 / ISS SP 17,50 É 350,00
[8/03/2019 ISD ISS s/ Diarias 17,50
[8/03/2019 DI Diaria COFINS Cum. 3% 10,50 / PIS Cum. 0,65% 2,28 / ISS SP 17,50 350,00
[8/03/2019 ISD ISS s/ Diarias 17,50
18/03/2019 DI Diaria COFINS Cum. 3% 10,50 / PIS Cum. 0,65% 2,28 / ISS SP 17,50 350,00
18/03/2019 ISD ISS s/ Diarias 17,50
19/03/2019 ccv Cartao Credito Visa -19.477,50

VALOR TOTAL DO RPS - 19.477,50

O IMPOSTO SOBRE SERVIÇO FOI CALCULADO PELA ALÍQUOTA DE 5% DE ACORDO COM A LEI.

www»

CONCORDO QUE É DE MINHA RESPONSABILIDADE AS DESPESAS ACIMA,

CASO A PESSOA, COMPANHIA OU ASSOCIAÇÃO DEIXE DE PAGA-LAS.

DATA:

[W[W]][W[][Www>——————————————

ASSINATURA:

———W—]][][][WWwWwW—W[WWwww—

SALD(
",8.39591932296753
33,34,"02/04/2019 Usuário: 17.312.237/0001-00 - NF-e - Nota Fiscal Eletrônica de Serviços - São Paulo

= Número da Nota i
IO DE SÃO PAULO ""as 706O

AL DA FAZENDA Data e Hora de Emissão

20/03/2019 09:29:36
NOTA FISCAL ELETRÔNICA DE SERVIÇOS - NFS-e Código de Verificação “4. JRub
RPS Nº 258826 Série 1, emitido em 19/03/2019 4

9W2V-XRKM
PRESTADOR DE SERVIÇOS

CPF/CNPJ: 17.312.237/0001-00 Inscrição Municipal: 4.661.453-2
BlueTree | Nome/Razão Social: BT VERBO DIVINO HOTÉIS LTDA
-Memum Endereço: R VERBO DIVINO 01323 - SANTO AMARO - CEP: 04719-002
Município: São Paulo UF: SP

TOMADOR DE SERVIÇOS

Nome/Razão Social: SECRETARIA DE ADMINISTRACAO DA PRESIDENCIA DA REPUBLICA
CPF/CNPJ: 00.394.411/0001-09 Inscrição Municipal: -—

Endereço: PALACIO DO PLANALTO - ANEXO Ill 1, SALA 203 ALA A SUP - CENTRO - CEP: 70150-900

Município: Brasília Ur: DF E-mail: ---—
INTERMEDIÁRIO DE SERVIÇOS
CPF/CNPJ: = Nome/Razão Social: --—

DISCRIMINAÇÃO DOS SERVIÇOS

Versao 08.76

Dados Hospedagem:

[7] Hospede: VANESSA MAGALHAES

UH: 1341

Tipo de UH: SUPERIOR PILLOW CASAL
Reserva: 53471822

Checkin: 14/03/2019

Checkout: 19/03/2019

Grupo: GRUPO - PRESIDENCIA 14.03 A 18.03.19
Diaria  18550,00

ISS s/ Diarias 927,50

VALOR TOTAL DE SEAMIGO. “REA

F7,50

INSS (R$) IRRF (R$) CSLL (R$) COFINS (R$) | PIS/PASEP (R$)
Código do Serviço
Q 07099 - Hospedagem em apart-service, flat, apart-hotéis, residence-service e congêneres.
Valor Total das Deduções (R$) Base de Cálculo (R$) Alíquota (%) Valor do ISS (R$) Crédito (R$)
0,00 19.477,50 5,00% 973,87 0,00
Município da Prestação do Serviço Número Inscrição da Obra Valor Aproximado dos Tributos / Fonte

OUTRAS INFORMAÇÕES

(1) Esta NFS-e foi emitida com respaldo na Lei nº 14.097/2005; (2) Esta NFS-e substitui o RPS Nº 258826 Série 1, emitido em
19/03/2019; (3) Data de vencimento do ISS desta NFS-e: 10/04/2019;

e, s
É à
S i
e É
E CICS
Ê 7 |
REGonicands Já POS 1oJBZ0>

12. 237>0001-08

WWW.CIELO.COM BR

05:59 ., ONL=L

40 97 “

43.4

O DOCUMENTO FISCAL DE Nº INDICADO NESTE

CIELO.COM BR

https://nfe.prefeitura.sp.gov.br/contribuinte/notaprint.aspx?inscricao=4661 4532&nf=257060&returnUrl=consultas.aspx%3finscricao%3d46614532 11

a

ay
",5.776391983032227
34,35,,2.0061144828796387
