,Página,Texto Extraído,É uma nota?,Confiabilidade,is_nf_input,Maior valor da nota,Data mais comum
104,104,"26/10/2022 10:35 nota fiscal de serviços eletrônica ste km

município de uberlândia na cs plot % buba cd
prefeitura de bz” secretaria municipal de finanças

data e hora de emissão

u b erlan d ia nota fiscal de serviços eletrônica - mm ol su 00 o

código de verificação
nfse

37e6618f

prestador de serviços
nomey/razão social: ar & m palace hotel ltda

le cpf/cnpj: 03.896.407/0001-37 inscrição municipal : 137.474-00
portominas endereço: avenida joao naves de avila, nº3685 - bairro santa monica - cep:38408-680
município: uberlandia uf: mg

tomador de serviços
ome/razão social: presidencia da republica
pf/cnpj: 00.394.411/0001-09 +
ndereço: rua pc dos tres poderes, nºsn - palacio do planalto - bairro eixo monumental - cep:70100-000
unicípio: brasilia uf: df e-mail: wrsilvaopresidencia.gov.br
discriminação dos serviços

descrição:
aluguel de sala 23 a 26/10/2022 po pr e aer check in: 24/10/2022 10h25m50 check out: 26/10/2022 10h34m08

rib. aprox. rs 0,00 federal rs 0,00 estadual rs 0,00 municipal fonte: chave: conta: 149035/2 hospede: gru

ributável [item
sim salas de eventos/convencoes 1 adulto

unitário r$ total r$
820,00 2.460,00

pis (0,0000%): cofins (0,0000%): inss (0,0000%): ir (0,0000%): csll (0,0000%):
r$ 0,00 r$ 0,00 r$ 0,00 r$ 0,00 r$ 0,00

valor total da nota = r$ 2.460,00

r$ 0,00 r$ 2.460,00 3,00% r$ 73,80

outras informações
mês de competência da nota fiscal: 10/2022 tributação: tributável
local da prestação do serviço: uberlandia/mg incidência: uberlandia/mg
rps/série: 44543/99 (26/10/2022) data de vencimento do issqn referente à esta nfse: 15/11/2022

recolhimento: iss a recolher pelo prestador
cnae: 551080100 - hoteis

serviço: 0901 - hospedagem de qualquer natureza em hotéis, apart-service condominiais, flat, apart-hotéis, hotéis residência,
residence-service, suite service, hotelaria marítima, motéis, pensões e congêneres; ocupação por temporada com fornecimento
de serviço (o valor da alimentação e gorjeta, quando incluído no preço da diária, fica sujeito ao imposto sobre serviços).

tipo:

u
a
g
z
2
8
s
s
ea
z
e e asi imita * 0915
[=] ps eid eri:
z qú (via cliente
e)
e porto blllo paliace ho!
o cnpj. 03.696.407/0001-37

* é uberlandia ig
ee |
ba cao toa xista 2.460,00,
sê e
e o raasa masa 5704 visa
“doc 03492539 pus: 185/6660

https://udigital.uberlandia.mg.gov.br/nfse/notafiscal.php?id nota fiscal=mtuxmje40tmy&confirma=uw==&temprestador=vgc9pq==&cancelar... 1/1
",1,0.9426142229810424,1,"820,00",26/10/2022
105,105,"26/10/2022 10:35

nota fiscal de serviços eletrônica á da
e ? o
- = pro +
q e»

município de uberlândia 7 |número da nota 48
el"" 00075033
prefeitura de 12**

uberlândia

secretaria municipal de finanças | |data e hora de emissão

26/10/2022 10:24:13
código de verificação
2b6ca9b9

nota fiscal de serviços eletrônica -
nfse

prestador de serviços
nomey/razão social: ar & m palace hotel ltda
le cpf/cnpj: 03.896.407/0001-37

inscrição municipal : 137.474-00
porto minas endereço: avenida joao naves de avila, nº3685 - bairro santa monica - cep:38408-680
município: uberlandia uf: mg
tomador de serviços
ome/razão social: presidencia da republica
pf/cnpj: 00.394.411/0001-09

ndereço: rua pc dos tres poderes, nºsn - palacio do planalto - bairro eixo monumental - cep:70100-000
icípio: brasilia uf: df e-mail: wrsilvaopresidencia.gov.br
discriminação dos serviços

(ospedagem grupo pr e aer 23 a 26/10/2022 r check in: 24/10/2022 10h25ms0 check out: 26/10/2022 10h23m56
rib. aprox. rs 0,00 federal rs 0,00 estadual rs 0,00 municipal fonte: chave: conta: 149035/1 hospede: grupo pr e ae
unitário r$
252,00

207,9000
346,5000

pis (0,0000%): cofins (0,0000%): inss (0,0000%): ir (0,0000%): csll (0,0000%):
r$ 0,00 r$ 0,00 r$ 0,00 r$ 0,00 r$ 0,00

valor total da nota = r$ 13.255,20

r$ 0,00 r$ 13.255,20 3,00% r$ 397,65

outras informações
mês de competência da nota fiscal: 10/2022 tributação: tributável
local da prestação do serviço: uberlandia/mg incidência: uberlandia/mg

rps/série: 44541/99 (26/10/2022)

recolhimento: iss a recolher pelo prestador
cnae: 551080100 - hoteis

serviço: 0901 - hospedagem de qualquer natureza em hotéis, apart-service condominiais, flat, apart-hotéis, hotéis residência,

residence-service, suite service, hotelaria marítima, motéis, pensões e congêneres; ocupação por temporada com forneci.-.ento
de serviço (o valor da alimentação e gorjeta, quando incluído no preço da diária, fica sujeito ao imposto sobre serviços).
5

data de vencimento do issqn referente à esta nfse: 15/11/2022

cielo

o e
cielo
porto bello cai zui ho:
cpi. 03.896 407:0001-57
uberlandia mg
toa vista 13.255,20

""5704 visa
é zn
doc: 054937 fos: 755/6660

)

scal de nº indicado neste
to,

https://udigital.uberlandia.mg.gov.br/nfse/notafiscal.php?id nota fiscal=mtuxmje4mza1 &confirma=uw==&temprestador=vgc9pq==8&cancelar... 1/1
",1,0.9250572910047281,1,"397,65",26/10/2022
106,106,nan,0,0.9713539239537082,0,0,
107,107,"há

rloli

identificação e assinatura do recebedor

data do recebimento

maromba restaurantes ltda dan

0 - entrada

rua santa lucia, 20, a - todos os santos - montes 1- saída

claros - mg - cep: 39400-117
fone: (38)2101-9708

folha
natureza da operação

6102 - vend.merc.adq.receb.de terceir

fe

documento auxiliar da
nota fiscal eletrônica

nº 000.007.365
serie 001

sus

nf-e
nº 000.007.365
série 001

chave de acesso
3122 1003 7190 4200 0175 5500 1000 0073 6513 8153 2226

[1]

consulta de autenticidade no portal nacional da nf-e
www.nfe.fazenda.gov.br/portal ou no site da sefaz autorizadora

protocolo de autorização de uso

131224994797271 18/10/2022 17:31:31

inscrição estadual
0015856670086
destinatário / remetente

nome razão social

presidencia da republica

endereço bairro “distrito
pc dos tres poderes, s/n eixo monumental pus

município

brasilia

inscrição estadual do surstituto tributário

cnpi

03.719.042/0001-75

data da emissão
18/10/2022

data da saída

18/10/2022

hora da saida

cnpj/cpf

00.394. sita

telefone / fax

(61)3411-3270

inscrição estadual

local entrega

cnpj: cpe
03.719.042/0001-75

cálculo do imposto
base dt cálculo do icms

endereço

valor do icms

0,00 0,00

valor do frete

transportador / volumes transportados

endereço

dados dos produtos / serviços

código
produio

descrição do produto - serviço

0102 | 6102

coca cola lata 22021000

rua santa lucia 20 a - todos os santos - montes claros - mg

base de. calculo do icms subst.

valor do seguro desconto outras despesas acessórias valor do ipi
0,00 0.00

nome “razão social frete por conta
9 - sem frete

e
o

un 24.00

valor do kms surst valor total dos prodltos

valor total da nota

cnd / cpf

código anti placa do veículo

inscrição tstadial

peso iíoudo

bast df valor
cálc. icms icms

de om um
ro

valor
unilário

valor valor
desconto | liquido

rr

4.00

dados adicionais

informações complementares
documento emitido por m.e. ou e.p.p optante pelo simpli

val aprox tribltos r$ 313.9u33,11%) fonte: ibpt

| via cleto

etnet

' i
=u904 15
lares

mo

data f hora da impressão: 18/10/2022 17:31:47 heo

es nacional.não gera direito a crédito e iscal de ipi.

“sa

reservado ao fisco

fera zi das

yuncssistemas.com.br

448,l0 )

",1,0.999990949902018,1,"33,11",18/10/2022
108,108,"recebemos de joao vitor amaral teixeira os produtos e/ou serviços constantes da nota fiscal eletrônica indicada ao lado. valor

pe meme cm eres nf-e
e idrorniunal? nº 000.002.289
data do recebimento identificação e assinatura do recebedor : ra: i | o .
aluoli uu série 001

eeereeeerrereeeeerrrrerrerrrrrrerrrrerrerrrrereoereeeeeeeeeeeer sê dm

joao vitor amaral teixeira danfe | il
documento auxiliar da
nota fiscal eletrônica
rua governador walaoatis to. |o-entrada [7 | [eee
padaria central 39400-047 + plo ada 3122 1033 6744 5300 0152 5500 1000 0022 8910 0022 8904
| fone: nº 000.002.289
one: (38)3215-2406
série 001 consulta de autenticidade no portal nacional da nf-e
padariacentralnota | 00gmail com folha 1/1 www.nfe.fazenda.gov.br/portal ou no site da sefaz autorizadora
natureza da operação | protocolo de autorização de uso
revendas c/ subst. tribut. | 131224994521369 18/10/2022 15:27:54
[inscrição estadual tinscrição estadual do substituto tributário cnpj/cpf
0034496990059 | 33.674.453/0001-52

destinatário / remetente

! nome / razão social

| presidencia da republica

endereço

pc dos tres poderes. sn, . palacio do planalto
município

brasilia

duplicatas
número 001
vaesimento 28/10/2022
in r$ 84,00

cálculo do imposto
base de cálculo do icms

cnpj/cpf

00.394.411/0001-09

cep
70100-000

data da emissão
18/10/2022

data da saída

18/10/2022

hora da saída
15:22:20

bairro / distrito

eixo monumental
telefone / fax

valor do icms

base de cálculo do icms subst. | valor do icms subst valor total dos produtos
.00 0,00 84,00

| 0,00 0,00 0
| valor do frete valor do seguro desconto outras despesas acessorias valor do ipi valor total da nota
| 0,00 0.00 0.00 0.00 0,00 84,00

transportador / volumes transportados
| nome / razão social

frete pok conta placa do veículo

0 - remetente

município

codigo antt cnpj/cpf

|
|
[endereço

inscrição estadual

]

escnciem
quantidade

24 |

espécie numeração peso bruto peso líquido

dados dos produtos / serviços

código dicã reiaço valor valor base de valor valor aliq. %
| produto descrição do produto / serviço ncm/sh | csosn | cfop | unid desconto | líquido | cálc. icms dns [o icus[ ter |

000192 agua mineral 500 ml

000 | 0,00

exija o docume
dmprovante.

| | í | a 18/10/22 * 1507
| cile 0) (via cliente )

| é joao vitor amaral tei

b cnpj: 35.674.453/0001-52 |

s montes claros mg |

g q— eme

e [caeor o & vista 84,00 |

- — emana |

| essi s704 visa |
dados adicionais

a e a a aeee
informações complementares reservado ao fisco

doc emitido por me ou epp optante pelo simples nacional. nao gera direito a credito fiscal de ip.

vr aprox. tributos r$ 26,88 (32,00%) fonte: ibpt

data e hora da impressão. 18/10/2022 15:28:07 m3 software - sistemas e consulte. -1 (38)3221-2:

",1,0.9999784320316389,1,"84,00",18/10/2022
109,109,nan,0,0.9713539239537082,0,0,
110,110,"—
| recebemos de joao vitor amaral teixeira os produtos e/ou serviços constantes da nota fiscal eletrônica indicada ao lado. valor n o
. ea ? q nf-e
« - o race ;
7 —

data do recebimento nº 000.002.288
série 001

identificação e assinatura do recebedor

joao vitor amaral teixeira

documento auxiliar da
' nota fiscal eletrônica
| rua governador valadares, 303, . - 0- entrada e chave de acesso
dadania coniral en” ana do | em banda 3122 1033 6744 5300 0152 5500 1000 0022 8810 0022 8800
fone: (38)3215-2406 nº 000.002.288
. série 001 consulta de autenticidade no portal nacional da nf-e
padariacentralnota !0(ggmail.com folha 1/1 www.nfe. fazenda.gov.br/portal ou no site da sefaz autorizadora
otita da operação protocolo de autorização de uso
venda producao do estabelecimento 131224994510517 18/10/2022 15:23:07
inscrição estadual inscrição estadual do substituto tributário cnpj/cpf
0034496990059

33.674.453/0001-52

cnpj/cpf j
00.394.411/0001-09 e

cep

destinatário / remetente
| nome / razão social

presidencia da republica
endereço

pc dos tres poderes, sn, . palacio do planalto

data da emissão

18/10/2022
data da saída

bairro / distrito

eixo monumental 70100-000 18/10/2022
município uf telefone / fax hora da saída
brasilia df

inscrição estadual

15:20:53
duplicatas

número 001
md 28/10/2022
vp + r$17.696,00
cálcu lo do imposto
base de cálculo do icms valor do icms base de calculo do icms subst. valor do icms subst. valor total dos produtos
0,00 0.00 0,00 17.696,00
valor do frete valor do seguro desconto outras despesas acessórias valor do ipi valor total da nota |

transportador / volumes transportados
nome / razão social

frete por conta
o - remetente

municipio

quantidade — | espécie marca numeração |peso bruto
| 632 |

dados dos produtos / serviços

código antt

placa do veículo

endereço inscrição estadual

peso líquido

código a à valor valor valor base de valor valor
produto descrição do produto / serviço ncm/sh | csosn| cfop | unid unitário | desconto líquido | cálc. icms icms ipi tcmis
000200 kit lanche 19059090 | 0102 | 6101 632,0000 17.696,00 0,00 k 0,00

cena amet 2 eoncmar

dados adicionais
informações complementares

ppesreado ao fisco
doc emitido por me ou epp optante pelo simples nacional. nao gera direito a credito fiscal de ipi =
— õ
po) 5e
| a. se
qu -
e,
vr aprox tributos r$ 5 662,72 (32,00%) fonte: ibpt e
é e 3 n 16/10/22 * 15:06
e : = c el ) (tvia cdente |)
| : cielo é cigio ud
s6 es joao vitor amaral tel
| sê 3040 vitor amaral tel se o 35 674 453/0001-52
| e” cnpj: 33.674 453/0001-52 ss montes claros me l
£ montes claros mg ou  setirtii ;
e e 0000] — é 3.696,00,
- 8 lc o as 14.006,00, é8 | carmo é vista 5 00,
; e | crevito avista : el t = ê es emas e consultoria (38)3221-2:
data e hora da impressão: 18/10/2022 15:23 25 es ue visa
e serasmanacio 5704 o dia doc:-980532 pgs-4601852
fer) "" . pos: 0120855
=u doc: 887667
su
=
",1,0.9999624818624648,1,"662,72",18/10/2022
111,111,"y

metem enero

pn

1

renmmmsraro

|
nfs-e)

rs mca ige a

nota fiscal de serviços eletrônica (
ich administracao de hoteis s.a

**

rua santa lucia, 20
cep: 39400-117 - bairro: todos os santos

município: montes claros - mg

e-mail: recepcao.mocqintercityhoteis.com.br e data do serviço código verificador
fone: (38) 2101-9700 mt: a
cnpj/cpf inscrição estadual inscrição municipal é mia? 18/10/2022 3fb80e712

02.584.924/0031-23. +++ 61795

prefeitura municipal de montes dt. de emissão exigibilidade tributado no município
claros/mg

secretaria municipal da finanças

fone: (38) 2211-3217 - nota.montesclaros.mg.gov.br/nfse.portal 18/10/2022
e cs tomador do serviço: funicípio de prestação do serviço

jivume / razão social

secretaria de adm da presidencia da republica

endereço
palacio do planalto anexo ill superior,s/n - sala 209 ala a

cidade uf fone cep

brasilia dep» fis

cnpj / cpf ê inscrição municipal inscrição estadual
00.394.411/0001-09 4 isento pra

-mail

mr

er ário do serviço
nome / razão social cnpj / cpf inscrição municipal
eras pesa [eta
fone idade
pede te

y

rir rr a

versao: 11.1.111.7493 | locacao de salas 900,00 aluguel de salao para a ccom. 900,00 45,00
| dias 16, 17 e 18/10/2022

trib aprox r$:121,05 fed, 0,00 est e 27,72 mun fonte: ibpt/fecomercio mg 3e8d48

pessoa juridica sujeita a aliquota 0% sobre irpj, csll, pis e cofins, lei 14.148/21, art 40.

código do serviço código nbs

09.01 - hospedagem de qualquer natureza em hotéis, apart-service condominiais, emana
flat, apart-hotéis, hotéis residência, residence-service, suite service, hotelaria

marítima, motéis, pensões e congêneres; ocupação por temporada com
fornecimento de serviço (o valor da alimentação e gorjeta, quando incluído no
preço da diária, fica sujeito ao imposto sobre serviços).

0,00 0,00 oo o | 00 0,00 0,00 0,00 0,00
base cálculo issqn próprio [valor do issqn próprio base cálculo issqn retido valor do issqn retido 'alor total do issqn alor dedução/descontos
900,00 45,00 0,00 0,00 45,00 0,00

alor total da nfs-e 900,00 falor liquido da nfs-e [900,00

informações adicionais
nfs-e gerada a partir do rps 97458 | série: e | emitido em: 18/10/2022 | tipo: recibo provisório de serviço.
: lei 12741/2012: mun: r$27,72; est: r$0,00; fed: r$121,05; total aprox: r$148,77. fonte: ibpt.

consulta realizada em 18/10/2022 às 16:26:24.
para consultar a autenticidade acesse: nota.montesclaros.mg.gov.br/nfse.portal

3

2022000000564243f1b80e7f20258492400312

recebi(emos) de 202200000056424

número da nfs-e

número de controle do município

competência r o
18/10/2022 rede. via cliente
nfs-e intercity hotel cnpj:02.sh4 924/0031 75
rua santa lucia q6u9z0 sontes clakos
3fb80e7f2 a baião

total: “r$90,00
credito a vista

| ich administracao de hoteis s.a

os serviços constantes da nota fiscal eletrônica indicada ao lado.

consulta realizada em 18/10/2022 às 16:26:24.

para consultar a autenticidade -acesse-.nota.montesclaros.mg.! yrsa preeeeessese ssi
es ou [a in ra e mm meme
é 1! afã 15/10/22 - 1shsa (5 >ágina 1
. auto :274955 ferr sni4095s

lol
re e
[rlola

",1,0.9001489541905265,0,"900,00",18/10/2022
112,112,"nota fiscal de serviços eletrônica (nfs-e)
ich administracao de hoteis s.a [m] giga [e] juómero cs mese

sm
“e 13h rol
rua santa lucia, 20 ;
cep: 39400-117 - bairro: todos os santos
município: montes claros - mg h
e-mail: recepcao.mocqintercityhoteis.com.br z , data do serviço código verificador
fone: (38) 2101-9700 4

cnpj/cpf inscrição estadual inscrição municipal fl 19/10/2022 6d1336b27
02.584.924/0031-23 t+ 61795

prefeitura municipal de montes dt. de emissão e ndo tributado no município
claros/mg
secretaria municipal da finanças

fone: (38) 2211-3217 - nota.montesclaros.mg.gov.br/nfse.portal 19/10/2022

hier: -
o a 202200000056473

ce ee ee tomador do serviço fe e município de prestação do serviço
nome / razão social
secretaria de adm da presidencia da republica montes claros/mg

endereço

palacio do planalto anexo ill superior,s/n - sala 209 ala a

cidade uf fone cep

brasília df pero fio150-900

bairro

eixo monumental

cnpj / cpf inscrição municipal inscrição estadual
00.394.411/0001-09 + isento e 1.)
e-mail

dano do serviço rr ee
nome / razão social cnpj / cpf inscrição municipal
eia pequi aaa

tt

descrição dos serviços valor total al valor imposto retido

versao: 11.1.111.7493 | referente a ontem 520,00 diferenca de diaria 120,00 iss 14.007,00 ei 700,35 sa

667,00 late check-out 440,00 diaria 12.260,00 hospedagem grupo pr e aer.
periodo de 15/10 a 19/10/2022.

trib aprox r$:1.883,94 fed, 0,00 est e 431,42 mun fonte: ibpt/fecomercio mg 3e8d48
pessoa juridica sujeita a aliquota 0% sobre irpj, csll, pis e cofins, lei 14.148/21, art 40.
código do serviço código nbs
09.01 - hospedagem de qualquer natureza em hotéis, apart-service condominiais, pepueadeas

flat, apart-hotéis, hotéis residência, residence-service, suite service, hotelaria

marítima, motéis, pensões e congêneres; ocupação por temporada com
fornecimento de serviço (o valor da alimentação e gorjeta, quando incluído no
preço da diária, fica sujeito ao imposto sobre serviços).

0,00 0,00 0,00 0,00 0,00 0,00 0,00 0,00
base cálculo issqn próprio [valor do issqn próprio base cálculo issqn retido valor do issqn retido alor total do issqn alor dedução/descontos
14.007,00 70035 boo o lo o fog 0.00

alor total da nfs-e 14.007,00 alor liquido da nfs-e 14.007,00
j informações adicionais [=]

nfs-e gerada a partir do rps 97501 | série: e | emitido em: 19/10/2022 | tipo: recibo provisório de serviço. “a
lei 12741/2012: mun: r$431,42; est: r$0,00; fed: r$1883,94; total aprox: r$2315,36. fonte: ibpt.

consulta realizada em 19/10/2022 às 15:14:44.
para consultar a autenticidade acesse: nota.montesclaros.mg.gov.br/nfse.portal

oa

2022000000564736d1336b270258492400

| recebi(emos) de 202200000056473

número da nfs-e número de controle do município
ich administracao de hoteis s.a

competência

à ; eia sl 19/10/2022
os serviços constantes da nota fiscal eletrônica indicada ao lado.

nfs-e 1 via cliente
6d1336b27 mintercity hotet cnp3:42.554.924/0031-23

“— rua santa lijcia 000026 montes claros
consulta realizada em 19/10/2022 às 15:14:44, e o

para consultar a autenticidade açesse:-nota:montesclaros.mg. total: r$ 14.007,00
entra = is aa credito a vista
|
er | visa o . dista s to página 1
2. 48/10/22 - 12h41 (0)
| auto. 236849 tera sni53745
",1,0.8397571326597432,0,"700,35",19/10/2022
113,113,"re e criam
po ps e arma

ras

beneficiário . e a mem -
mark eventos fm ltda 10,00
albatroz 46 /
vila cloris
belo horizonte - mg
instruções (texto de responsabilidade
não cobrar encargos por atraso o
não conceder desconto. coop contr/cód. beneficiário
3046/764671

nosso número

733

dados do pagador
nome do pagador

70150-900
mensagem pagador

“ este recibo somente terá validade com a autenticação mecânica ou
“acompanhado do recibo de pagamento emitido pelo banco. recebimento
“através do cheque n. do banco esta quitação : e
“validade após o pagamento do cheque pelo banco pagador.

e autenticação mecânica  - recibo do pagador =

14/10/2022 - banco do brasil - 11:26:23
571110279 agaa

comprovante de pagamento de titulos

banco sicoob s.a,

75691304660107646710700007330012491380000600000
beneficiario:

mark eventos fm ltda
nome fantasia:

mark eventos fm lida
cnpj: 31,080,921/0001-35
beneficiario final:

mark eventos fm ltda
cnpj: 31,080,921/0001-35
pagador :

presidencia da republica
cnpj: 00,394,411/0001-09

data de vencimento 14/10/2022
data do pagamento 14/10/2022
valor do documento 6.600,00
valor cobrado 6.600. 00
nr, autenticacao f.caf.0f9.c5f.ce1,b26

leia no verso como conservar este documento,
entre outras informacdes.

",0,0.9482356975643244,0,"6.600,00",14/10/2022
114,114,nan,0,0.9713539239537082,0,0,
115,115,"13/10/2022 14:46 :: nfs-e - nota fiscal de serviços eletrôni

https://bhissdigital.pbh.gov.br/ nfse/pages/exibicaonfs-e.jsf

nfs-e - nota fiscal de serviços eletrô

o. emitida em: “competência: código de verificaçã
nº:2022/120 30022 asma 13/10/2022 2eofbfos |
mark eventos fm ltda o

— cpf/cnpj: 31.080.921/0001-35 inscrição municipal: 1096631/001x
> rua albatroz, 46, vila clóris - cep: 31744-206

belo horizonte mg

telefone: email:

tomador do(s) serviço(s
cpf/cnpj: 00.394.411/0001-09 7 inscrição municipal: não informado

presidencia da republica

pc dos tres poderes, sn, palacio do planalto, eixo monumental - cep: 70150-900

brasilia df

telefone: não informado email: não informado :
discriminação do(s) serviço(s)
locação grades de isolamento
quantidade: 150 (300 metros)

período: 12/10 - quarta feira
local de entrega: aeroporto da pampulha

locação grades de isolamento
quantidade: 150 (300 metros)

período: 14/10 - sexta feira

local de entrega: aeroporto da pampulha

solicitante wagner - 61 99977-5294

código de tributação do município (ctiss)
9999-9/99-88 / servico de locação de bens móveis - sem incidência do issqn

99.01 / servicos prestados mediante locacao de bens moveis . . nova
cod/município da incidência do issqn: natureza da operação:
3106200 / belo horizonte tributação no município
valor dos serviços: r$ 6.600,00 valor dos serviços: r$ 6.600,00
(-) descontos: r$0,00 — ()deduções: | r$ 0,00
(-) retenções federais: = — r$0,00 ) desconto incondicionado: | r$ 0,00
(-) iss retido na fonte: r$ 0,00 (=) base de cálculo:
tem = eco ee (x) aliquota:
a (=)valor do iss: k

outras informações:
atividade não tributada pelo issqn em belo horizonte.

prefeitura de belo horizonte - secretaria municipal de fazenda bh |
rua espírito santo, 605 - 3º andar - centro - cep: 30160-919 - belo horizonte mg. nota
dúvidas: sigesp 1

10
",1,0.8655351294689775,1,"6.600,00",13/10/2022
116,116,nan,0,0.9713539239537082,0,0,
117,117,"recebemos de mariana a de oliveira dias os produtos constantes da not a. |

nf-e

derin e e
e nº 000004
data de recebimento identificação e assinatura do recebedor q série 1
hub toe
controle do fisco
danfe
o h documento auxiliar
(e) arma eln da nota fiscal
eletrônica

e pi chave de acesso
mariana a de oliveira dias nº 000004 3122 1024 1694 3300 0133 5500 1000 0000 0410 6637 5480

rua professor nelson de sena, 3, a rt = .
2 pior. pio oiro a can serie: 1 consulta de autenticidade no portal nacional da nf-e

fone - milene.otoniqdterra.com.br página: 1 de 1 www.nfe.fazenda.gov.briportal
ou no site da sefaz autorizadora

natureza da operação protocolo de autorização de uso
0027042690087 24.169.433/0001-33

destinatário/remetente
nome / razão social cnpj/cpf inscrição estadual
presidencia da republica 00.394.411/0001-09
endereço bairro cep

brasília df

faturas

número” |vencimento *jvalor *|número **|vencimento **—ívalor *jnúmero *”lvencimento | lvalor |]

cálculo do imposto

base de cálculo do icms valor do icms base de cálculo do icms subst. valor do icms subst. valor do fcp st valor total dos produtos
valor do frete valor do seguro desconto outras despesas acessórias valor do ip| valor total da nota

transportador/volumes transp
frete por conta
o - contratação do frete por conta do código antt placa do veiculo cnpj/cpf
remetente mo >]

data emissão
141

endereço uf tlnsaição estadual

ss ——um espécie 1 peso bruto peso liquido
0,000 0,000

itens da nota fiscal
código [descrição do produinisemviço  incmgh liso ii da saara
kits de lanches
refeicoes com refrigerante
arrafa de agua de 1,5 ml
arrafa de agua de 500 ml 22011000

o csicuio do issqn

inscrição municipal valor total dos serviços base de cálculo do issqn valor do issqn
0.752.017/001-3 0,00 0,00 0,00

dados adicionais

observações
otal aproximado de tributos: r$ 8.889,09 (31,77%) federais r$ 3.766,09 (13,46%)
staduais r$ 5.123,00 (18,31%) . fonte ibpt.

cada kit lanche corresponde a 2 sanduíches frios, um
refrigerante lata 350ml, uma água
500ml, uma barra cereal e uma maça.

reservado ao fisco

empresa optante pelo simples nacional , = o via cltente
não gera direito ao credito o) pagbank er dd sina ( d) pagbank adld:24 7053
compra credito visa compra credlio visa

dados bancarios 11/0ut/2022 10:53 8 525 00 12/0ut/2022 14:01 ne: 525, 00

mariana antonia de olivera dias 2444 wrmra 45704 [12] 6 à e eereereee 5704 à

cnpj 24.169.433/0001-33 marians antácuia de oliveira u marisa autã nãa de oliveira dia

instituição . caixa agencia 1746 - conta - 2600-3 - macienãs iradum eerânio de melo abanco 143 casa 4 rua ena txaddk slranio de melo franco 143 caca

e sea e o a os aa 7004 556 momo mo o dê 16:20:50
(5) pagbank ais20/924

tio visa , pa
rumo rem eum 36 00 ! à pop bait ce do ( ) pagbank via bi ente
1 ”

ra tnadcts r$ » aus pesto sas
ços di lumpra eredlio visa compra credito visa
a de oliveira dias à ' >
aciona odor afrânio ) de melo franco 143 casa rs é 44) ) 00 3/01 22 16:13
belo hukizont - mg cnpj: 24.169 433/0001-33 re3/ua paia ta esa nto a
4
cv 44ubb077 snpos: 1170047458 sá he dlivelro ae de alive lia di
e , e 3.109 43 ) mas irasul ar dani melo fray
dri ê snpis a foda sta bei o horizonte unpj:24 169 433/0083 48
v cv ogaf s20e snpiis elzdd4

[reserva

",1,0.954298139847311,1,"8.889,09",
118,118,"reseriai

14/10/2022 12:32 :: nfs-e - nota fiscal de serviços el mu eai
nfs-e - nota fiscal de serviços eletrônica % ""o |
o. 'emitida em: competência: código de verificação:
n :2022/9653 14/10/2022 asse 14/10/2022 3hazfto e sd
belo horizonte administracao de hoteis ltda res
cpf/cnpj: 34.923.751/0002-82 inscrição municipal: 1177650/002-9
ave olegario maciel, 1748, terreo, santo agostinho - cep: 30180-119
belo horizonte mg
telefone: o email:

tomador do(s) serviço(s
cpf/cnpj: 00.394.411/0001-09 inscrição municipal: não informado
secretaria especial de administracao da presidencia

' praca dos tres poderes, sn, zona civico-administrativa - cep: 70100-000

brasilia df
telefone: não informado email: não informado

- nfs-e substituída: 2022/9652

e pn
discriminação do(s) serviço(s na
produto: salas de eventos
quantidade: 4,0000
valor: 650, 000 produto: iss
quantidade: 1,0000

* valor: 130, 000
observações: trib. aprox. rs 367,19 federal r$ 0,00 estadual rs 84,08 municipal fonte: ibpt/empresometro.co chave: 02c353 hospede: evento equipe

| pr conta: 18450/0 pagamentos: visa credito 2 730,00 / data de abertura: 10/10/2022 07h41m46 data de fechamento: 14/10/2022 12h29m31

' código de tributação do município (ctiss)
0901-0/02-88 / hospedagem em apart-hotel, apart-service condominial, flat, hotel residência, residence-service, suíte service,
subitem lista de serviços lc 116/03 / descrição:

9 01 / hospedagem de qualquer natureza em hoteis, apart-service condominiais, flat, apart-hoteis, hoteis residencia, residence-

cod/município da incidência - issqn: nitureza da operação:
3106200 / belo horizonte tributação no município
“ valor dos serviços: r$ 2.730,00 valor dos serviços: r$ 2.730,00
(-) descontos: r$ 0,00 (-) deduções: | “r$ 0,00
(- ) retenções federais: co ar * r$0,00 (-) desconto incondicionado: dese mapar ten - r$ 0,00
e ) iss retido na fonte: crer go rs r$ 0, 00 (=) base de cálculo: den sena r$ 2.730,00
nr o a ) alíquota: 5%
valor líquido: “r$2. 730, 00 - meme
4 (=)valor do iss: r$ 136,50
to prefeitura de belo 3 horizonte - secretaria ml municipal de fazenda ep dt ei e e eli
| rua espírito santo, 605 - 3º andar - centro - cep: 30160-919 - belo horizonte mg. nota
dúvidas: sigesp :

a : lhlgice *
v 5
cielo (uai
hz platinum administra
cnpi 34 977 751/0002-32
belo horizonte mg

exija o documento fiscaí

comprovante. nº

& [ chenrto a vista 2.730,00)
ê ;

aneacesaeaaõ70m visa
é doc 657082 fos. 00707357
é

mg

reservado)

cagar.

https://bhissdigital.pbh.gov.br/nfse/pages/exibicaonfs-e.jsf
",1,0.7246733336644533,1,"84,08",14/10/2022
